paper_id,title,doi,openalex_id,status,pdf_path,oa_status,license,error_message
REFINE-0033,Structural abnormalities of cingulate cortex in patients with first‐episode drug‐naïve schizophrenia comorbid with depressive symptoms,10.1002/HBM.25315,https://openalex.org/W3112886023,no_pdf,data/pdfs/REFINE-0033.pdf,,cc-by-nc,HTTP 403 at PDF URL
REFINE-0034,"Structural brain abnormalities in women with subclinical depression, as revealed by voxel-based morphometry and diffusion tensor imaging",10.1016/J.JAD.2012.10.023,https://openalex.org/W1984462107,no_pdf,data/pdfs/REFINE-0034.pdf,,,No PDF URL found in OpenAlex record
REFINE-0035,Regional gray matter volume is associated with rejection sensitivity: A voxel-based morphometry study,10.3758/S13415-014-0249-Z,https://openalex.org/W1967607626,no_pdf,data/pdfs/REFINE-0035.pdf,,,No PDF URL found in OpenAlex record
REFINE-0036,COMT Val158Met × SLC6A4 5-HTTLPR interaction impacts on gray matter volume of regions supporting emotion processing,10.1093/SCAN/NST089,https://openalex.org/W2142127186,no_pdf,data/pdfs/REFINE-0036.pdf,,cc-by-nc,HTTP 403 at PDF URL
REFINE-0037,The embodied emotion in cerebellum: A neuroimaging study of alexithymia,10.1007/S00429-014-0790-0,https://openalex.org/W2080467660,no_pdf,data/pdfs/REFINE-0037.pdf,,,No PDF URL found in OpenAlex record
REFINE-0038,Prediction of anxious depression using multimodal neuroimaging and machine learning,10.1016/J.NEUROIMAGE.2023.120499,https://openalex.org/W4389611052,no_pdf,data/pdfs/REFINE-0038.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0039,"The associations of depression and hypertension with brain volumes: Independent or interactive? NeuroImage: Clinical, 8, 79–86",10.1016/J.NICL.2015.03.020,,already_exists,data/pdfs/REFINE-0039.pdf,,,
REFINE-0040,The role of ventromedial prefrontal cortex volume in the association of expressive suppression and externally oriented thinking,10.1016/J.JAD.2017.06.054,https://openalex.org/W2727130322,no_pdf,data/pdfs/REFINE-0040.pdf,,,No PDF URL found in OpenAlex record
REFINE-0041,Predicting differential diagnosis between bipolar and unipolar depression with multiple kernel learning on multimodal structural neuroimaging,10.1016/J.EURONEURO.2020.03.008,https://openalex.org/W3013698728,no_pdf,data/pdfs/REFINE-0041.pdf,,,No PDF URL found in OpenAlex record
REFINE-0042,Neurobiological effects of perceived stress are different between adolescents and middle-aged adults,10.1007/S11682-020-00294-7,,already_exists,data/pdfs/REFINE-0042.pdf,,,
REFINE-0043,Insular and hippocampal gray matter volume reductions in patients with major depressive disorder,10.1371/JOURNAL.PONE.0102692,,already_exists,data/pdfs/REFINE-0043.pdf,,,
REFINE-0044,Hippocampus-driving progressive structural alterations in medication-naïve major depressive disorder,10.1016/J.JAD.2019.05.053,https://openalex.org/W2947078843,no_pdf,data/pdfs/REFINE-0044.pdf,,,No PDF URL found in OpenAlex record
REFINE-0045,Neurobiological predictors for clinical trajectories in fully remitted depressed patients,10.1002/DA.23108,https://openalex.org/W3095302478,no_pdf,data/pdfs/REFINE-0045.pdf,,cc-by,HTTP 403 at PDF URL
REFINE-0046,Hippocampal volume as a putative marker of resilience or compensation to minor depressive symptoms in a nonclinical sample,10.3389/FPSYT.2019.00467,,already_exists,data/pdfs/REFINE-0046.pdf,,,
REFINE-0047,Cerebral and cerebellar gray matter reduction in first-episode patients with major depressive disorder: A voxel-based morphometry study,10.1016/J.EJRAD.2010.04.006,https://openalex.org/W20466498,no_pdf,data/pdfs/REFINE-0047.pdf,,,No PDF URL found in OpenAlex record
REFINE-0048,Sex differences of gray matter morphology in cortico-limbic-striatal neural system in major depressive disorder,10.1016/J.JPSYCHIRES.2013.02.003,https://openalex.org/W1982002006,no_pdf,data/pdfs/REFINE-0048.pdf,,,No PDF URL found in OpenAlex record
REFINE-0049,BDNF Val66Met genotype modulates the effect of childhood adversity on subgenual anterior cingulate cortex volume in healthy subjects,10.1038/MP.2011.51,https://openalex.org/W2111477880,no_pdf,data/pdfs/REFINE-0049.pdf,,,No PDF URL found in OpenAlex record
REFINE-0050,Effects of illness duration and treatment resistance on grey matter abnormalities in major depression,10.1192/BJP.BP.112.116228,,already_exists,data/pdfs/REFINE-0050.pdf,,,
REFINE-0051,Brain morphometric biomarkers distinguishing unipolar and bipolar depression: A voxel-based morphometry-pattern classification approach,10.1001/JAMAPSYCHIATRY.2014.1100,https://openalex.org/W25188810,no_pdf,data/pdfs/REFINE-0051.pdf,,,No PDF URL found in OpenAlex record
REFINE-0052,Replication of a hippocampus specific effect of the tescalcin regulating variant rs7294919 on gray matter structure,10.1016/J.EURONEURO.2020.03.021,https://openalex.org/W3027402297,no_pdf,data/pdfs/REFINE-0052.pdf,,,No PDF URL found in OpenAlex record
REFINE-0053,Abnormal cerebellar volume in patients with remitted major depression with persistent cognitive deficits,10.1007/S12311-020-01157-Z,,already_exists,data/pdfs/REFINE-0053.pdf,,,
REFINE-0054,Association between stressful life events and grey matter volume in the medial prefrontal cortex: A 2-year longitudinal study,10.1002/HBM.25869,https://openalex.org/W4223528563,no_pdf,data/pdfs/REFINE-0054.pdf,,cc-by-nc,No PDF URL found in OpenAlex record
REFINE-0055,Alexithymia is related to differences in gray matter volume: A voxel-based morphometry study,10.1016/J.BRAINRES.2012.10.044,https://openalex.org/W2125678271,no_pdf,data/pdfs/REFINE-0055.pdf,,,No PDF URL found in OpenAlex record
REFINE-0056,Gray and white matter abnormalities in major depressive disorder patients and its associations with childhood adversity,10.1016/J.JAD.2023.02.145,https://openalex.org/W4323048513,no_pdf,data/pdfs/REFINE-0056.pdf,,,No PDF URL found in OpenAlex record
REFINE-0057,Convergent molecular and structural neuroimaging signatures of first-episode depression,10.1016/J.JAD.2022.09.132,https://openalex.org/W4297496126,no_pdf,data/pdfs/REFINE-0057.pdf,,,No PDF URL found in OpenAlex record
REFINE-0058,NCAN cross-disorder risk variant is associated with limbic gray matter deficits in healthy subjects and major depression,10.1038/NPP.2015.86,https://openalex.org/W2088266958,error,data/pdfs/REFINE-0058.pdf,,,"Downloaded file is not a valid PDF (Content-Type: text/html; charset=""utf-8"")"
REFINE-0059,Aberrant Prefrontal-Thalamic-Cerebellar Circuit in Schizophrenia and Depression: Evidence from a Possible Causal Connectivity,10.1142/S0129065718500326,https://openalex.org/W2884486923,no_pdf,data/pdfs/REFINE-0059.pdf,,,No PDF URL found in OpenAlex record
REFINE-0060,Disadvantage of Social Sensitivity: Interaction of Oxytocin Receptor Genotype and Child Maltreatment on Brain Structure,10.1016/J.BIOPSYCH.2015.12.010,https://openalex.org/W2216711948,no_pdf,data/pdfs/REFINE-0060.pdf,,,No PDF URL found in OpenAlex record
REFINE-0061,Decreased regional gray matter volume in S’ allele carriers of the 5-HTTLPR triallelic polymorphism,10.1038/MP.2010.112,https://openalex.org/W2042944685,no_pdf,data/pdfs/REFINE-0061.pdf,,,No PDF URL found in OpenAlex record
REFINE-0062,Brain structural correlates of alexithymia in patients with major depressive disorder,10.1503/JPN.190044,https://openalex.org/W2989757082,no_pdf,data/pdfs/REFINE-0062.pdf,,,HTTP 404 at PDF URL
REFINE-0063,Childhood maltreatment moderates the influence of genetic load for obesity on reward related brain structure and function in major depression,10.1016/J.PSYNEUEN.2018.09.027,https://openalex.org/W2893093521,no_pdf,data/pdfs/REFINE-0063.pdf,,,No PDF URL found in OpenAlex record
REFINE-0064,What is the impact of child abuse on gray matter abnormalities in individuals with major depressive disorder: a case control study,10.1186/S12888-016-1116-Y,,already_exists,data/pdfs/REFINE-0064.pdf,,,
REFINE-0065,Grey matter volume abnormalities in patients with bipolar I depressive disorder and unipolar depressive disorder: A voxel-based morphometry study,10.1007/S12264-014-1485-5,https://openalex.org/W2101368129,no_pdf,data/pdfs/REFINE-0065.pdf,,,No PDF URL found in OpenAlex record
REFINE-0066,Childhood maltreatment is associated with gray matter volume abnormalities in patients with first-episode depression,10.1016/J.PSCYCHRESNS.2017.07.005,https://openalex.org/W2736546464,no_pdf,data/pdfs/REFINE-0066.pdf,,,No PDF URL found in OpenAlex record
REFINE-0067,Are you gonna leave me? Separation anxiety is associated with increased amygdala responsiveness and volume,10.1093/SCAN/NSU055,https://openalex.org/W2119545922,no_pdf,data/pdfs/REFINE-0067.pdf,,cc-by-nc,HTTP 403 at PDF URL
REFINE-0068,Effects of tumor necrosis factor-α polymorphism on the brain structural changes of the patients with major depressive disorder,10.1038/S41398-018-0256-X,,already_exists,data/pdfs/REFINE-0068.pdf,,,
REFINE-0069,Interaction of recent stressful life events and childhood abuse on orbitofrontal grey matter volume in adults with depression,10.1016/J.JAD.2022.06.050,https://openalex.org/W4283324976,no_pdf,data/pdfs/REFINE-0069.pdf,,,No PDF URL found in OpenAlex record
REFINE-0070,Association of a SIRT1 polymorphism with changes of gray matter volume in patients with first-episode medication-naïve major depression,10.1016/J.PSCYCHRESNS.2020.111101,https://openalex.org/W3025064065,no_pdf,data/pdfs/REFINE-0070.pdf,,,No PDF URL found in OpenAlex record
REFINE-0071,Functional and structural alterations in different durations of untreated illness in the frontal and parietal lobe in major depressive disorder,10.1007/S00406-023-01625-7,,already_exists,data/pdfs/REFINE-0071.pdf,,,
REFINE-0072,"Reduced gray matter volume in the anterior cingulate, orbitofrontal cortex and thalamus as a function of mild depressive symptoms: A voxel-based morphometric analysis",10.1017/S0033291714000348,https://openalex.org/W1997512585,no_pdf,data/pdfs/REFINE-0072.pdf,,,No PDF URL found in OpenAlex record
REFINE-0073,Limbic scars: Long-term consequences of childhood maltreatment revealed by functional and structural magnetic resonance imaging,10.1016/J.BIOPSYCH.2011.10.021,https://openalex.org/W2083312379,no_pdf,data/pdfs/REFINE-0073.pdf,,,No PDF URL found in OpenAlex record
REFINE-0074,Brain structural alterations associated with young women with subthreshold depression,10.1038/SREP09707,,already_exists,data/pdfs/REFINE-0074.pdf,,,
REFINE-0075,Gray matter volumetric correlates of the polygenic risk of depression: A study of the Human Connectome Project data,10.1016/J.EURONEURO.2024.06.004,https://openalex.org/W4400041364,no_pdf,data/pdfs/REFINE-0075.pdf,,,No PDF URL found in OpenAlex record
REFINE-0076,Anatomical brain difference of subthreshold depression in young and middle-aged individuals,10.1016/J.NICL.2017.02.022,https://openalex.org/W2594330636,no_pdf,data/pdfs/REFINE-0076.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0077,Larger amygdala volume in first-degree relatives of patients with major depression,10.1016/J.NICL.2014.05.015,https://openalex.org/W1993859837,no_pdf,data/pdfs/REFINE-0077.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0078,Common and distinct abnormal frontal-limbic system structural and functional patterns in patients with major depression and bipolar disorder,10.1016/J.NICL.2018.07.002,https://openalex.org/W2852918721,no_pdf,data/pdfs/REFINE-0078.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0079,Prefrontal cortical abnormalities in currently depressed versus currently remitted patients with major depressive disorder,10.1016/J.NEUROIMAGE.2010.11.011,https://openalex.org/W2011658741,no_pdf,data/pdfs/REFINE-0079.pdf,,,No PDF URL found in OpenAlex record
REFINE-0080,Structural brain abnormalities in multiple sclerosis patients with major depression,10.1212/01.WNL.0000110316.12086.0C,https://openalex.org/W2149802110,no_pdf,data/pdfs/REFINE-0080.pdf,,,No PDF URL found in OpenAlex record
REFINE-0081,Biobehavioral threat sensitivity and amygdala volume: A twin neuroimaging study,10.1016/J.NEUROIMAGE.2018.10.065,https://openalex.org/W2898521385,no_pdf,data/pdfs/REFINE-0081.pdf,,,No PDF URL found in OpenAlex record
REFINE-0082,Altered reward processing in the orbitofrontal cortex and hippocampus in healthy first-degree relatives of patients with depression,10.1017/S0033291713001815,https://openalex.org/W2033818757,no_pdf,data/pdfs/REFINE-0082.pdf,,,No PDF URL found in OpenAlex record
REFINE-0083,Correlation between neurochemical metabolism and memory function in adolescent patients with depression: A multi‐voxel 1H magnetic resonance spectroscopy study,10.1111/PCN.12372,https://openalex.org/W2267781481,no_pdf,data/pdfs/REFINE-0083.pdf,,,HTTP 403 at PDF URL
REFINE-0084,The relationship of anxious and depressive symptoms in Parkinson’s disease with voxel-based neuroanatomical and functional connectivity measures,10.1016/J.JAD.2018.10.364,https://openalex.org/W2899770058,no_pdf,data/pdfs/REFINE-0084.pdf,,,No PDF URL found in OpenAlex record
REFINE-0085,Depressive disorder–associated microglia as a target for a personalized antidepressant approach,10.1016/J.BIOPSYCH.2023.07.002,https://openalex.org/W4386778831,no_pdf,data/pdfs/REFINE-0085.pdf,,,No PDF URL found in OpenAlex record
REFINE-0086,Depressogenic self-schemas are associated with smaller regional grey matter volume in never-depressed preadolescents,10.1016/J.NICL.2020.102422,https://openalex.org/W3084372675,no_pdf,data/pdfs/REFINE-0086.pdf,,cc-by-nc-nd,HTTP 403 at PDF URL
REFINE-0087,Elevated amygdala perfusion mediates developmental sex differences in trait anxiety,10.1016/J.BIOPSYCH.2016.04.021,https://openalex.org/W2346055880,no_pdf,data/pdfs/REFINE-0087.pdf,,,No PDF URL found in OpenAlex record
REFINE-0088,Apathy correlates with prefrontal amyloid β deposition in Alzheimer’s disease,10.1136/JNNP-2013-306110,https://openalex.org/W1966601502,no_pdf,data/pdfs/REFINE-0088.pdf,,,No PDF URL found in OpenAlex record
REFINE-0089,The D-allele of ACE insertion/deletion polymorphism is associated with regional white matter volume changes and cognitive impairment in remitted geriatric depression,10.1016/J.NEULET.2010.05.076,https://openalex.org/W2007843254,no_pdf,data/pdfs/REFINE-0089.pdf,,,No PDF URL found in OpenAlex record
REFINE-0090,Comparison of regional gray matter volume abnormalities in Alzheimer’s disease and late life depression with hippocampal atrophy using VSRAD analysis: A voxel-based morphometry study,10.1016/J.PSCYCHRESNS.2015.01.018,https://openalex.org/W1974710550,no_pdf,data/pdfs/REFINE-0090.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0091,Regional gray matter reductions are associated with genetic liability for anxiety and depression: An MRI twin study,10.1016/J.JAD.2013.01.019,https://openalex.org/W2052820737,no_pdf,data/pdfs/REFINE-0091.pdf,,,No PDF URL found in OpenAlex record
REFINE-0092,Cerebral amyloid accumulation is associated with distinct structural and functional alterations in the brain of depressed elders with mild cognitive impairment,10.1016/J.JAD.2020.12.049,https://openalex.org/W3111233115,no_pdf,data/pdfs/REFINE-0092.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0093,The effect of trait anxiety on risk‐taking: Functional coupling between right hippocampus and left insula,10.1111/PSYP.13629,https://openalex.org/W3042157738,no_pdf,data/pdfs/REFINE-0093.pdf,,,No PDF URL found in OpenAlex record
REFINE-0094,"Right dorsolateral prefrontal cortex volumetric reduction is associated with antidepressant effect of low-dose ketamine infusion: A randomized, double-blind, midazolam-controlled PET-MRI clinical trial",10.1016/J.JAD.2023.05.024,https://openalex.org/W4376142538,no_pdf,data/pdfs/REFINE-0094.pdf,,,No PDF URL found in OpenAlex record
REFINE-0095,Altered gray matter volume and white matter integrity in college students with mobile phone dependence,,,already_exists,data/pdfs/REFINE-0095.pdf,,,
REFINE-0096,Male elderly subthreshold depression patients have smaller volume of medial part of prefrontal cortex and precentral gyrus compared with age-matched normal subjects: A voxel-based morphometry,10.1016/J.JAD.2005.08.003,https://openalex.org/W2053859325,no_pdf,data/pdfs/REFINE-0096.pdf,,,No PDF URL found in OpenAlex record
REFINE-0097,Neuroinflammation in the amygdala is associated with recent depressive symptoms,10.1016/J.BPSC.2023.04.011,https://openalex.org/W4375951805,no_pdf,data/pdfs/REFINE-0097.pdf,,cc-by-nc-nd,No PDF URL found in OpenAlex record
REFINE-0098,"A subtle grey-matter increase in first-episode, drug-naive major depressive disorder with panic disorder after 6 weeks’ duloxetine therapy",10.1017/S1461145710000829,https://openalex.org/W2104362470,no_pdf,data/pdfs/REFINE-0098.pdf,,,HTTP 403 at PDF URL
REFINE-0099,The brain-derived neurotrophic factor VAL66MET polymorphism and cerebral white matter hyperintensities in late-life depression,10.1097/JGP.0B013E3181591C30,https://openalex.org/W2084955561,no_pdf,data/pdfs/REFINE-0099.pdf,,,No PDF URL found in OpenAlex record
REFINE-0100,Biophysical mechanisms of electroconvulsive therapy-induced volume expansion in the medial temporal lobe: A longitudinal in vivo human imaging study,10.1016/J.BRS.2021.06.011,https://openalex.org/W3174186083,no_pdf,data/pdfs/REFINE-0100.pdf,,,HTTP 404 at PDF URL
REFINE-0101,Multimodal MRI markers support a model of small vessel ischemia for depressive symptoms in very old adults,10.1016/J.PSCYCHRESNS.2014.08.009,https://openalex.org/W2008699122,no_pdf,data/pdfs/REFINE-0101.pdf,,,No PDF URL found in OpenAlex record
REFINE-0102,Alterations in brain grey matter structures in patients with Crohn’s disease and their correlation with psychological distress,10.1093/ECCO-JCC/JJV057,https://openalex.org/W2130694546,no_pdf,data/pdfs/REFINE-0102.pdf,,,HTTP 403 at PDF URL
REFINE-0103,Prefrontal cortex and amygdala anatomy in youth with persistent levels of harsh parenting practices and subclinical anxiety symptoms over time during childhood,10.1017/S0954579420001716,https://openalex.org/W3138223441,no_pdf,data/pdfs/REFINE-0103.pdf,,,No PDF URL found in OpenAlex record
REFINE-0104,Cortical and subcortical abnormalities in late-onset depression with history of suicide attempts investigated with MRI and voxel-based morphometry,10.1177/0891988710363713,https://openalex.org/W2032639509,no_pdf,data/pdfs/REFINE-0104.pdf,,,No PDF URL found in OpenAlex record
REFINE-0105,Smaller gray matter volume of hippocampus/parahippocampus in elderly people with subthreshold depression: A cross-sectional study,10.1186/S12888-016-0928-0,https://openalex.org/W2471127991,no_pdf,data/pdfs/REFINE-0105.pdf,,cc-by,No PDF URL found in OpenAlex record
REFINE-0106,Effect of childhood physical abuse on social anxiety is mediated via reduced frontal lobe and amygdala-hippocampus complex volume in adult clinical high-risk subjects,10.1016/J.SCHRES.2020.05.041,https://openalex.org/W3027713587,no_pdf,data/pdfs/REFINE-0106.pdf,,,No PDF URL found in OpenAlex record
REFINE-0107,Combined treatment with escitalopram and memantine increases gray matter volume and cortical thickness compared to escitalopram and placebo in a pilot study of geriatric depression,10.1016/J.JAD.2020.05.092,https://openalex.org/W3027030318,no_pdf,data/pdfs/REFINE-0107.pdf,,,No PDF URL found in OpenAlex record
REFINE-0108,Somatostatin receptor subtype 4 activation is involved in anxiety and depression-like behavior in mouse models,10.1016/J.NEUROPHARM.2015.09.021,https://openalex.org/W1672881755,no_pdf,data/pdfs/REFINE-0108.pdf,,,No PDF URL found in OpenAlex record
REFINE-0109,No consistent difference in gray matter volume between individuals with fibromyalgia and age-matched healthy subjects when controlling for affective disorder,10.1016/J.PAIN.2009.03.017,https://openalex.org/W2053355176,no_pdf,data/pdfs/REFINE-0109.pdf,,,No PDF URL found in OpenAlex record
REFINE-0110,Subcortical white matter lesions and functional impairment in geriatric depression,10.1002/DA.1081,https://openalex.org/W2071879589,no_pdf,data/pdfs/REFINE-0110.pdf,,,HTTP 403 at PDF URL
REFINE-0111,Association of electroconvulsive therapy-induced structural plasticity with clinical remission,10.1016/J.PNPBP.2021.110286,https://openalex.org/W3129340790,no_pdf,data/pdfs/REFINE-0111.pdf,,,No PDF URL found in OpenAlex record
REFINE-0112,Gray matter regions statistically mediating the cross‐sectional association of eotaxin and set‐shifting among older adults with major depressive disorder,10.1002/GPS.4585,https://openalex.org/W2523488782,no_pdf,data/pdfs/REFINE-0112.pdf,,,No PDF URL found in OpenAlex record
REFINE-0113,Decreased hippocampal volume in healthy girls at risk of depression,10.1001/ARCHGENPSYCHIATRY.2009.202,https://openalex.org/W2155962001,no_pdf,data/pdfs/REFINE-0113.pdf,,,No PDF URL found in OpenAlex record
REFINE-0114,Increased Brain Gray Matter in the Primary Somatosensory Cortex is Associated with Increased Pain and Mood Disturbance in Patients with Interstitial Cystitis/Painful Bladder Syndrome,10.1016/J.JURO.2014.08.042,https://openalex.org/W2167779991,no_pdf,data/pdfs/REFINE-0114.pdf,,,No PDF URL found in OpenAlex record
